"variable","CODE_SEC","RES_SEC","W_IND"
"h7","7502","7501",1085.20619721357
"h7","7502","7508",301.427497862488
"h7","7502","7512",412.77204158934
"h7","7502","7514",570.412832627277
"h7","7502","7703",255.941113557978
"h7","7502","7706",194.482723606349
"h7","7502","7803",392.280685543553
"h7","7502","7806",122.89351560791
"h7","7502","7807",228.548877143105
"h7","7502","7810",145.976183405189
"h7","7502","9113",169.265737139213
"h7","7502","9202",279.353207749413
"h7","7502","9203",1238.1000337068
"h7","7502","9205",410.443521037968
"h7","7502","9207",133.619480707025
"h7","7502","9209",293.648140907704
"h7","7502","9310",307.618740622051
"h7","7502","9509",380.83046369117
"h7","7502","9511",334.533256707041
"h7","9203","7501",324.997997782765
"h7","9203","9201",1939.36651004691
"h7","9203","9202",336.608574254967
"h7","9203","9204",597.152099446378
"h7","9203","9205",1055.35344623452
"h7","9203","9206",150.366817178664
"h7","9203","9207",589.506661320986
"h8","7501","7502",1091.9275416748
"h8","7501","7503",404.359534366587
"h8","7501","7504",204.596573732805
"h8","7501","7511",290.861012210928
"h8","7501","7512",894.902476264806
"h8","7501","7513",450.143634696773
"h8","7501","7705",116.988319833067
"h8","7501","7706",68.0131081753999
"h8","7501","9206",505.098516502459
"h8","7501","9308",151.992750205507
"h8","7501","9311",239.345951719318
"h8","7501","9405",282.303169545856
"h8","7501","9406",536.776505415592
"h8","7501","9505",377.624180907619
"h8","7502","7501",1085.20619721357
"h8","7502","7503",387.174254156007
"h8","7502","7507",497.752860959134
"h8","7502","7508",1486.47600421493
"h8","7502","7510",708.229947635746
"h8","7502","7512",412.77204158934
"h8","7502","7513",1490.90652812711
"h8","7502","7514",570.412832627277
"h8","7502","7703",255.941113557978
"h8","7502","7706",194.482723606349
"h8","7502","7714",185.110238539559
"h8","7502","7801",1653.24022046562
"h8","7502","7802",439.876404713769
"h8","7502","7803",1287.14655360915
"h8","7502","7806",122.89351560791
"h8","7502","7807",337.968270998923
"h8","7502","7810",145.976183405189
"h8","7502","7811",482.332779030251
"h8","7502","7816",209.738542393425
"h8","7502","9105",406.2053222684
"h8","7502","9107",416.223420349772
"h8","7502","9111",435.846612974571
"h8","7502","9113",169.265737139213
"h8","7502","9202",279.353207749413
"h8","7502","9203",1738.91172074075
"h8","7502","9204",588.679408272051
"h8","7502","9205",410.443521037968
"h8","7502","9206",207.331177548994
"h8","7502","9207",313.991217304225
"h8","7502","9209",677.388671893191
"h8","7502","9211",467.120360991547
"h8","7502","9310",307.618740622051
"h8","7502","9311",677.71011224466
"h8","7502","9406",313.566373789319
"h8","7502","9409",1583.99533335592
"h8","7502","9504",85.7918620501234
"h8","7502","9509",380.83046369117
"h8","7502","9511",334.533256707041
"h8","7503","7504",483.409530312655
"h8","7503","7506",1033.51127413256
"h8","7503","7507",867.793367994032
"h8","7503","7510",432.888665883259
"h8","7503","7511",1848.72298884587
"h8","7503","7706",71.8479790634697
"h8","7503","7709",346.100951681503
"h8","7503","7710",192.450135942713
"h8","7503","7714",177.189876343128
"h8","7503","7802",466.368993962229
"h8","7503","9102",150.661734494224
"h8","7503","9205",254.106936369386
"h8","7503","9502",369.867284317301
"h8","7503","9506",521.246452265737
"h8","7505","7504",293.119734896953
"h8","7505","7511",647.278504008032
"h8","7505","7512",698.404288772074
"h8","7505","7514",480.350016973854
"h8","7505","7714",177.693946163091
"h8","7505","9101",180.303465220144
"h8","7505","9111",121.610492936014
"h8","7505","9203",578.596592731466
"h8","7505","9208",162.8756614143
"h8","7505","9304",696.186673942149
"h8","7505","9406",276.289051442413
"h8","7505","9407",463.569669494637
"h8","7505","9510",245.704012987134
"h8","7506","7508",588.41617196759
"h8","7506","7513",448.036078710988
"h8","7506","7711",348.063142767715
"h8","7506","7715",84.3418161574389
"h8","7506","7806",219.678833998684
"h8","7506","9108",182.216925838263
"h8","7506","9113",169.265737139213
"h8","7506","9203",666.706489102292
"h8","7506","9408",225.365199164195
"h8","7506","9410",149.176324876755
"h8","7506","9501",263.678656275656
"h8","7506","9508",367.420201802623
"h8","7506","9513",135.850174576141
"h8","7507","7506",411.988674609098
"h8","7507","7508",1019.69395989094
"h8","7507","7511",826.48411848377
"h8","7507","7513",1363.08497450701
"h8","7507","7703",280.991786798976
"h8","7507","7801",393.099785191858
"h8","7507","7802",187.0277888638
"h8","7507","9107",567.457620083401
"h8","7507","9108",346.197222090691
"h8","7507","9109",397.203802104151
"h8","7507","9110",473.368218745054
"h8","7507","9112",121.838409334798
"h8","7507","9205",459.248572186138
