"variable","code_sec","ressect","poidsp"
"h8","7502","7501",532.686333400337
"h8","7502","7508",301.427497862488
"h8","7502","7512",412.77204158934
"h8","7502","7514",570.412832627277
"h8","7502","7703",255.941113557978
"h8","7502","7706",194.482723606349
"h8","7502","7803",392.280685543553
"h8","7502","7806",122.89351560791
"h8","7502","7807",228.548877143105
"h8","7502","7810",145.976183405189
"h8","7502","9113",169.265737139213
"h8","7502","9202",558.706415498826
"h8","7502","9203",1238.1000337068
"h8","7502","9205",410.443521037968
"h8","7502","9207",133.619480707025
"h8","7502","9209",293.648140907704
"h8","7502","9407",437.032984032148
"h8","7502","9509",380.83046369117
"h8","7502","9511",334.533256707041
"h8","7812","7803",785.044349641331
"h8","7812","7806",240.75318294539
"h8","7812","7808",361.664945749306
"h8","7812","7811",592.954049068948
"h8","7812","7814",31.8047415607077
"h8","7812","7815",145.088306605253
"h8","7812","7816",569.347173423538
"h8","7812","9102",650.750896567946
"h8","7812","9113",187.100629939293
"h8","7812","9210",1560.68128834372
"h8","7812","9508",464.486581284212
"h8","7812","9510",321.265345328421
"h9","7501","7502",1091.9275416748
"h9","7501","7504",204.596573732805
"h9","7501","7505",515.135183008455
"h9","7501","7506",226.739315019995
"h9","7501","7512",894.902476264806
"h9","7501","7513",450.143634696773
"h9","7501","7705",116.988319833067
"h9","7501","7706",68.0131081753999
"h9","7501","9206",505.098516502459
"h9","7501","9308",151.992750205507
"h9","7501","9311",239.345951719318
"h9","7501","9405",282.303169545856
"h9","7501","9406",536.776505415592
"h9","7501","9505",377.624180907619
"h9","7502","7501",1085.20619721357
"h9","7502","7503",387.174254156007
"h9","7502","7507",497.752860959134
"h9","7502","7508",1185.04850635244
"h9","7502","7510",708.229947635746
"h9","7502","7512",412.77204158934
"h9","7502","7513",1162.23988303497
"h9","7502","7514",570.412832627277
"h9","7502","7703",255.941113557978
"h9","7502","7706",194.482723606349
"h9","7502","7714",185.110238539559
"h9","7502","7801",1653.24022046562
"h9","7502","7802",439.876404713769
"h9","7502","7803",1287.14655360915
"h9","7502","7806",122.89351560791
"h9","7502","7807",337.968270998923
"h9","7502","7810",145.976183405189
"h9","7502","7811",482.332779030251
"h9","7502","7816",209.738542393425
"h9","7502","9105",406.2053222684
"h9","7502","9107",416.223420349772
"h9","7502","9111",435.846612974571
"h9","7502","9113",169.265737139213
"h9","7502","9202",558.706415498826
"h9","7502","9203",1738.91172074075
"h9","7502","9204",588.679408272051
"h9","7502","9205",410.443521037968
"h9","7502","9206",207.331177548994
"h9","7502","9207",313.991217304225
"h9","7502","9209",293.648140907704
"h9","7502","9211",467.120360991547
"h9","7502","9308",145.314007690628
"h9","7502","9406",313.566373789319
"h9","7502","9407",360.903824022591
"h9","7502","9409",1583.99533335592
"h9","7502","9504",85.7918620501234
"h9","7502","9509",380.83046369117
"h9","7502","9511",768.191201307412
"h9","7503","7504",483.409530312655
"h9","7503","7505",515.135183008455
"h9","7503","7506",1033.51127413256
"h9","7503","7507",867.793367994032
"h9","7503","7511",647.278504008032
"h9","7503","7706",71.8479790634697
"h9","7503","7709",346.100951681503
"h9","7503","7710",192.450135942713
"h9","7503","7714",177.189876343128
"h9","7503","7802",466.368993962229
"h9","7503","9102",150.661734494224
"h9","7503","9205",254.106936369386
"h9","7503","9404",917.794233941597
"h9","7503","9502",369.867284317301
"h9","7503","9506",521.246452265737
"h9","7506","7508",588.41617196759
"h9","7506","7513",448.036078710988
"h9","7506","7514",573.201853284276
"h9","7506","7711",348.063142767715
"h9","7506","7715",84.3418161574389
"h9","7506","9108",182.216925838263
"h9","7506","9113",169.265737139213
"h9","7506","9203",666.706489102292
"h9","7506","9302",332.611965730254
"h9","7506","9408",225.365199164195
"h9","7506","9410",149.176324876755
"h9","7506","9501",263.678656275656
"h9","7506","9508",367.420201802623
"h9","7506","9513",135.850174576141
"h9","7507","7506",411.988674609098
"h9","7507","7508",1019.69395989094
"h9","7507","7511",826.48411848377
"h9","7507","7513",1034.41832941487
"h9","7507","7514",616.008197726896
"h9","7507","7703",280.991786798976
"h9","7507","7801",393.099785191858
"h9","7507","7802",187.0277888638
"h9","7507","9106",207.416630643554
"h9","7507","9108",346.197222090691
"h9","7507","9109",397.203802104151
"h9","7507","9110",473.368218745054
"h9","7507","9112",121.838409334798
"h9","7507","9113",321.528812923328
"h9","7507","9205",459.248572186138
"h9","7507","9207",251.576056895531
"h9","7507","9303",378.271271101382
"h9","7507","9304",484.525318878904
"h9","7507","9310",130.276319860976
"h9","7507","9311",869.785895113313
"h9","7507","9402",305.072379281932
"h9","7507","9404",275.348295003895
"h9","7507","9407",927.534941172215
"h9","7507","9409",1399.23360618997
"h9","7507","9505",328.134439940367
"h9","7507","9508",184.161823812531
"h9","7509","7506",190.284297932219
"h9","7509","7510",1244.15815515795
"h9","7509","7511",548.676714779048
"h9","7509","7513",558.77316085768
"h9","7509","7807",310.37424725204
"h9","7509","7808",194.523894423016
"h9","7509","7809",314.188071274836
"h9","7509","7816",323.148811107367
"h9","7509","9112",121.838409334798
"h9","7509","9201",232.246263701851
"h9","7509","9207",232.520457482114
"h9","7509","9208",397.765269980225
"h9","7509","9209",712.097133512374
"h9","7509","9211",371.619978332467
"h9","7509","9310",417.187180893389
"h9","7509","9312",317.51008195735
"h9","7509","9403",404.288177977718
"h9","7509","9411",204.322740850707
"h9","7509","9413",175.639727629957
"h9","7511","7501",315.633922337459
"h9","7511","7503",294.44771834113
"h9","7511","7504",464.680171149214
"h9","7511","7803",717.593008394259
"h9","7511","7806",339.71772552419
"h9","7511","7814",63.9385590575459
"h9","7511","9102",165.875650013428
"h9","7511","9106",457.978539113598
